comment,upcount,usr_name,headurl,timepoint
朱天天完美被剪,207,whistle,http://thirdqq.qlogo.cn/g?b=oidb&k=6jOnEUQ3RCRKclk28kiaVAw&s=40,1523
吃货宿舍聪明,60,Mr Tang,http://thirdwx.qlogo.cn/mmopen/vi_32/DYAIOgq83eoJz6GqibNEgGSsjoBBrHzjpqFibQAsD7FcPlHHQyG6vjjlsxWPUX1B9DgaRwPLxGhiadVc35olsRcMw/132,1511
陈芳语至今无镜头，真是惨。。,139,　 	,http://thirdqq.qlogo.cn/g?b=oidb&k=oOLJxPSgB6zuPPJmEjdWMQ&s=40,1523
呀米说话才官方,141,。,http://thirdqq.qlogo.cn/g?b=oidb&k=AVfW4eYbvFdvo1SwYNOywQ&s=40,1517
陈芳语一个镜头都没有,145,L D,http://thirdwx.qlogo.cn/mmopen/vi_32/TJDxwh9ry9nn2Oy6s9k1RHlWPiaQ9RjbqAaiasM3joUah0J8wgw2jHfNibnGdO29mtS9qAbN8E2oYYqRuEpL0jJ4A/132,1525
这期段奥娟镜头呢？,122,我啊i,http://thirdwx.qlogo.cn/mmopen/vi_32/BlqyjEJ6LPyDbylI83uvRCHziaEpvnzKjvaN7cDFoprwFXeXbDVIDib548w54rU6G8sgTIksZppewFTp1TA2l19A/132,1518
小雨一个镜头都没有,87,﹊St○p﹎失憶,,1521
就是喜欢yamy,108,虚梦一场ギ,,1513
杨超越什么时候淘汰啊,241,恩踢麻麻,http://thirdqq.qlogo.cn/g?b=oidb&k=eibEgVImRYC4mmxeVJLJX1w&s=40,1519
yamy和nee又坐一起啦,109,Vivia_,,1514
人家鹅选之女能不多？,47,喜碧的小迷妹,,1505
要水一集的节奏,71,忍,,1529
不想再看胖虎了，求求多给镜头给plmm,19,Maybe,,1509
鸭米赶快淘汰吧,57,南风,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTKBmsvh0d9HbFwchgUqcLRrLO2Rwl9bU3Vzrtia5XtbFnsUxwApTDNTyMNkQeNWkXuATcicibR7Wwqbw/132,1529
就看见3个宿舍,28,╭ァ顽固的执著。,,1523
过两天就一团糟 哈哈哈,120,白衣,http://thirdqq.qlogo.cn/g?b=oidb&k=HaibOAl6Efe6IKYBSNU012A&s=40,1508
赵尧珂冲啊,118,"励志李境界,",http://thirdqq.qlogo.cn/g?b=oidb&k=9EF49BDat3xKI5lTkI0C8Q&s=40,1507
赖美云太可爱了,109,背对着想念,,1517
能不能不要放yamy  好讨厌他,212,王♋☚,http://thirdqq.qlogo.cn/g?b=oidb&k=CTPzKBS7NMQAqF1cNr6cmQ&s=40,1520
赖小七赖美云,64,关键词,,1510
看了那么多人炒作王菊我对YAMY都有好感了,104,『生于鸿鹄』,http://thirdqq.qlogo.cn/g?b=oidb&k=ku2Pk6H7Zz2qwjPw0K6jDw&s=40,1521
山支宿舍都没有,43,图.L,http://thirdwx.qlogo.cn/mmopen/vi_32/DYAIOgq83equeBF03icichudWWMLbAzzDW5dmRE7vibxicGtyrJoPjHpImsqGwa16vGCVQWvaviaodL4udQ9CX4U4Cw/132,1515
好想和人语小姐姐谈个恋爱！！！！,54,fool,http://thirdqq.qlogo.cn/g?b=oidb&k=xB5iblxsrrjuSo0LhPicauQQ&s=40,1514
最后要是YaYy出道就没伤心了,54,花生壳,http://thirdqq.qlogo.cn/g?b=oidb&k=Dic06ll9zOCekPPZibqNpbDg&s=40,1519
豆子的大嘴巴,28,577,,1519
村花家境状况不好，不能从小培养很不容易，求别乱黑,136,RIcardo,,1518
王菊下辈子我杨子坤的女人把,33,Paoer,http://thirdqq.qlogo.cn/g?b=oidb&k=gm7QlSpNOczNicMBrkohs8A&s=40,1520
喜欢大哥的宿舍,42,你是猪么,,1510
好烦没大娟镜头,71,韩式半永久 眉 眼 唇👄,,1527
老是没大娟镜头，几个意思吗,24,韩式半永久 眉 眼 唇👄,,1528
yami真的很认真,80,道博王德,,1509
菊姐瘦了好多，加油,54,小毅,,1524
颖浠的宿舍呢,14,青青子衿,,1523
明明都在努力懒得斗,18,Yamy痴漢,,1505
意涵是真爱超越哈哈包容你的心,50,爱与诚,http://thirdqq.qlogo.cn/g?b=oidb&k=VblLRcDAYh7gu4gyFIiarGA&s=40,1501
胖娟宿舍什么样啊,18,🦀,http://thirdqq.qlogo.cn/g?b=oidb&k=8Mxm0DyKEulsPak17X7mzg&s=40,1510
你们可以喜欢你们的 出来踩别人的蒸煮爆炸 弹幕礼仪呢,17,云解,,1511
不好意思，杨超越最美！,95,hello柳拂桥,,1520
yamy不要再说who care了，芝士都超在意的,15,NaNa,http://thirdqq.qlogo.cn/g?b=oidb&k=BuRS4361LyhicqACvhSY5og&s=40,1528
杨超越加油，喜欢你,79,爱我momo就现在,,1528
喜欢sunnee宿舍,100,可笑￡无语§,http://thirdqq.qlogo.cn/g?b=oidb&k=8L88XHVHkaDd3mVu5aduuQ&s=40,1505
为什么看着都很乱,12,Glassy Sky.,http://thirdqq.qlogo.cn/g?b=oidb&k=vpjyjaOSsAtzfuFJzr2jhw&s=40,1505
已经一团糟了,16,Glassy Sky.,http://thirdqq.qlogo.cn/g?b=oidb&k=vpjyjaOSsAtzfuFJzr2jhw&s=40,1511
杨超越真的会装，准备强行洗白,18,。,,1528
前面那个说村花什么时候淘汰的  我想说你是看不到了,41,_ジ流年兮落了岁月ゝ,,1529
我的yanee啊😍,4,JeanZxj,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTLWBXfVj93KiazvyeKdVh7uehqvLBdpwInGSUh9IZLa27Ll2trK60z4WeWzQ14pmRQ0F0aPfkRrjEg/132,1523
yamy好假焦曼婷都没她那么爱装台湾腔,160,陈九,http://thirdqq.qlogo.cn/g?b=oidb&k=5Dw6RsicPcsQBiayrjfhMHkw&s=40,1502
尧珂终于一点一点有镜头了,100,不和你分到一个班不改名,http://thirdqq.qlogo.cn/g?b=oidb&k=TmbF5u5sicveu3FsnSPDajg&s=40,1507
鬼王镜头这么多 有意思吗,5,篮子,,1510
鬼王的镜头真多,13,繁星。。,http://thirdqq.qlogo.cn/g?b=oidb&k=chqJoIKLaZibBTiaQblcJg4w&s=40,1528
陈意涵小姐姐你是最棒的,57,简单爱,,1501
不能给我们大娟多点镜头？,30,C.,,1524
镜头第一，科技感第一，地狱人气第一，了解一下,12,Lon,,1500
菊菊～,14,moon,http://thirdqq.qlogo.cn/g?b=oidb&k=o6oV9e7wuicYpgODL2fqYvA&s=40,1520
杨超越真心看不出哪点优点 难道就靠可爱？漂亮？,10,Delusion,http://thirdqq.qlogo.cn/g?b=oidb&k=MUYDZ8dlIQ7AmxNW9njhqA&s=40,1520
我小太阳呢,37,3183911052,,1508
另外一组真不在,28,A' ให้ข้า💓,,1517
看第一期就知道节目组要捧雅米,48,沉睡的勇士已经苏醒,,1502
小姐姐都好厉害啊……感觉我就是个糙汉,34,☀ 说给大风听 ',http://thirdqq.qlogo.cn/g?b=oidb&k=mlVTicfQicjQd7Tu8Eu8hBxQ&s=40,1502
为什么没有热依娜镜头,44,莞尔,,1512
阿珂好高啊,15,七抹阳光¹³¹⁴,,1509
美岐和杨冰坐在一起,13,Pakho,,1514
山支和杨冰在一起哎！！呜呜呜,67,˙Ꙫ˙,,1516
陈意涵有5S镜头我都要感动哭了,24,霖,,1504
说实话这布置的，差强人意,20,悠悠，心,,1517
赖小七。。。你。。你。。真是吃可爱多长大的！！,19,古爻,http://thirdqq.qlogo.cn/g?b=oidb&k=S5MCczPPsJTzmw7GKKiaxIw&s=40,1515
呀米说话好拖,26,╰雾,,1522
山支，yamy，sunnee，强东玥，加油,20,算了,,1522
太丑了吧,8,哈喽啊。,,1503
小太阳在这儿那,10,...…sweetie,,1529
不喜欢看到yammy,29,Force_中仔,,1518
段奥娟寝室呢,6,子不语,,1517
李紫婷呢？,6,潇潇洒洒,,1505
  陈意涵 美啊 喜欢,15,LY,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTJQVL6E1AWu3RN8tphVGlJX8q0l6LL3o2D5P1myejS4oNTMNXlT35aB88JZqypOicX0COfK9xR7pMA/132,1504
Yamy一说话，我咋就这么烦呢,1,TOP-MVP,,1510
我还是喜欢简约的,21,QI,,1506
喜欢许靖韵的,7,  尘、音,,1508
  宣仪！ 宣仪! 宣仪！ 宣仪！,18,十三丶🅥,http://thirdqq.qlogo.cn/g?b=oidb&k=V8R2nFqt2em3MKOwUosusQ&s=40,1522
大娟镜头好少,14,⇔Ψ咦Ψ⇔,,1521
说真的，搞这些没意义的干什么，又不是大学新生,21,jim,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTLSJtDianQEKRKINGXnbWsfgiaEC94o3wCJ5vNp1nce63XPoDFPLuGbibiawTBYia8VrUxDBH1vCaxuUJA/132,1503
一群失意者联盟在喷,3,弌弎弍亖,,1511
YAMY我就喜欢她！！！！！没有理由！,1,甜岁,http://thirdqq.qlogo.cn/g?b=oidb&k=jeVUQaa9dBONZgib4QsBNmw&s=40,1529
大娟呢  大娟呢,18,___流年染花落·,http://thirdqq.qlogo.cn/g?b=oidb&k=iczFqkSkbPyDj8I7dx1YwLg&s=40,1527
这摄像可以开除了看的头晕完,4,,http://thirdwx.qlogo.cn/mmopen/vi_32/aGwXicxMExtyOn4KHLjgNA7GE0H1jJEo40ibNo2hLE0BnC7BsNCpPbB3ibeiafebmftricMH65HVa8pCpMQCaCdMW4A/132,1500
戚砚笛没存在感,3,H-路雨星河,,1521
专门找黄脑袋的nee,7,暖,http://thirdqq.qlogo.cn/g?b=oidb&k=cFnibkkibdRkJk9v1V7tPVew&s=40,1513
好几个人直接没有镜头了 比如祝天天,2,老 许 丶,,1504
说陈意涵和吕小雨的我都赞了,6,余生,,1519
杨超越杨超越,3,曾照彩云归,,1504
朱天天没有镜头啊,3, The best distance.,,1515
高颖浠12名还是查无此人  服了,0,baka-_,,1511
陈意涵镜头可以多一点吗,1,并肩,,1502
大家了解一下呀陈意涵,9,并肩,,1506
以后就叫鬼王吧,14,Star...,http://thirdqq.qlogo.cn/g?b=oidb&k=GpCicfn5MCM6LNw7iaUickLvg&s=40,1516
不行老姐姐只喜欢干净极简 好想把摆出来的都收起来,8,右小左,,1501
高颖浠硬伤：气场弱，个性不够鲜明,2,欲言轻语,http://thirdqq.qlogo.cn/g?b=oidb&k=sO4ia3tJbra01XhNUtF7SSQ&s=40,1525
弹幕怎么没了,0,过去式,,1514
姚柯和小七待在一起 身高差哈哈哈哈 镜头都要拉远点,0,年老の爱丽丝,http://thirdqq.qlogo.cn/g?b=oidb&k=XVOh3ISAgX7NesrUInMvbg&s=40,1514
大娟寝室四个又凑在一起了哈哈,4,kylin︶Sean°,,1518
意涵加油，希望最后11个留下的有你,2,像小强一样活着,http://thirdqq.qlogo.cn/g?b=oidb&k=22GvvrAnZLp6viabDkYbQRw&s=40,1526
yamy去看电影了吗,0,$:雷￥神￥,,1518
吕小雨这期没镜头的吗,1, 心路漫漫。,http://thirdqq.qlogo.cn/g?b=oidb&k=icrCdbVWpicdG877HApEUVjg&s=40,1515
终于等来了yamy,1,许安.,http://thirdwx.qlogo.cn/mmopen/vi_32/t2f4dibHmibLKZypH1ibvDGHWjErYJzuCY5mdVeLkBdOZo0TeuD1HhVttBSDc16N8Ro4uhvXXeVVv3pGHRlz8khdw/132,1515
弹幕区看出了中国现在大众审美趣味的单一,2,是璐璐哦,,1509
陈意涵留下，其他带走好吧,0,在路上,http://thirdqq.qlogo.cn/g?b=oidb&k=2TwmsV8HaH0RtNKohlZjZw&s=40,1525
yamy说话就是广州女生说话的声音,0,子墨,,1527
小雨是我的。😘😘😘❤❤❤❤❤,1,嫑脸🌴,http://thirdqq.qlogo.cn/g?b=oidb&k=hibdL5qFXUeL8Yyjz7uM0mA&s=40,1512
请各位给小雨一票,0,夕卜,http://thirdwx.qlogo.cn/mmopen/vi_32/ULKqkSXWetVCicJYaPibzbFmb8JkHLib51Mcw73nkBBdQYVHngoh3lQQicWRzLiano6qwo4eFx6D2nRJwfIfE1JxC9w/132,1522
yamy是不是不能好好说话 真讨厌她说话的语调,0,。🐽,,1503
为什么女生2000块好像能干很多事，我2000就一件事😅,1,Jaimy Z 江爷,,1508
这就是女生的天性哈哈,0,smile,http://thirdqq.qlogo.cn/g?b=oidb&k=42QNlEvQViaNT0COWAFA8pA&s=40,1521
陈芳语不在啊,1,Norris,,1513
朱天天为什没有镜头,0,灯鱼,http://thirdqq.qlogo.cn/g?b=oidb&k=SdkS2ONxVVWuicgdN1eO6wg&s=40,1512
我发现苏芮琪长得很不一样,0,栀子,,1502
廣東人說話都有點台灣腔拉,0,minnie🧡,http://thirdwx.qlogo.cn/mmopen/vi_32/PMXXJGdzLxyicSQwDd7Lqm5QOADicJT44lGMGxiaMgYnziaNJet5nQVb3TibTsI91vlkzn5CLKshqica9jvqgzm5JPaw/132,1522
如果是目前这前11位出道的话，绝对没有多少人会捧场,1,🐛看头像👍enc,http://thirdqq.qlogo.cn/g?b=oidb&k=J1DsQLicFqTZtlKryYz6Xbg&s=40,1501
花里胡哨,1,豆福 i,,1503
段奥娟咋没有啊,0,我们的命相许,http://thirdqq.qlogo.cn/g?b=oidb&k=Um1ymYXdJkHjRLBygBvbhA&s=40,1512
来看101就是为陈芳语来的 。现在陈芳语镜头都没有,0,痌玙楛,,1506
不喜欢听yamy说话,1,HOT_summer.,http://thirdqq.qlogo.cn/g?b=oidb&k=prPDsTCqM8GvkN6CsP3CLQ&s=40,1506
yamy这种也能成为女团？,2,Axiom·流浪·末,http://thirdqq.qlogo.cn/g?b=oidb&k=TRPV0flHt9bia9uwNIs2FPQ&s=40,1516
动物园女团成员yamy,0,Axiom·流浪·末,http://thirdqq.qlogo.cn/g?b=oidb&k=TRPV0flHt9bia9uwNIs2FPQ&s=40,1519
yamy这人气还排的上前几？？？,0,戆濅张张张,http://thirdwx.qlogo.cn/mmopen/vi_32/H7mqgAib5r9xyVBQZgcG4aHlbNicnBkJicX3P4LiaJgYCY2jR96Ce6aib0yX48ZrulByib5GbXgPdiaZic2WupvqiaG57zA/132,1513
哇塞，这宿舍也太豪华了吧？,0,石头,http://thirdqq.qlogo.cn/g?b=oidb&k=GewCXSXuvg239SGzQDGAPg&s=40,1513
能不能收拾一下，首先被子叠一下,0,信*仰.,,1524
妹妹们的动手能力真的挺强的,0,  撸撸,http://thirdqq.qlogo.cn/g?b=oidb&k=cf9wKAtoCnG0SsAtiblWiaEQ&s=40,1508
有声音没正脸，sunnee就这么被鹅藏了,0,睡不够の喵~,http://thirdqq.qlogo.cn/g?b=oidb&k=3fq0NMg1Ayib1U5mNYk0CpQ&s=40,1504
美术评委,1,aゞ      小陈,,1525
为什么一直没看到我李紫婷小姐姐。。。。,0,觏卿๑,http://thirdqq.qlogo.cn/g?b=oidb&k=qkBGK4xmHDapK2X8Kkm8nw&s=40,1506
陈芳语被雪藏了?,3,Ralvan,http://thirdqq.qlogo.cn/g?b=oidb&k=iauz2hgVuSJglwqgIOuYMrg&s=40,1516
丫米说话真的是 好有特色😞,0,,http://thirdwx.qlogo.cn/mmopen/vi_32/DYAIOgq83eq0TA3Z8aRUuBVYy1icdNXh4NsxI3JVD0bOKhtGFfVBc4XMLesA7UgP2jNHXPJqtVLXBibOtscbnE0A/132,1526
我怎么隔着屏幕看到sunnee不穿袜子，感受到了脚,0,H,,1501
下期是不是帮唱啊,0,往事如云,http://thirdqq.qlogo.cn/g?b=oidb&k=ksJYSH7nMmtTicV488AFdZA&s=40,1526
海南人来为海南仙女打coll,0,“天之骄子”,http://thirdqq.qlogo.cn/g?b=oidb&k=iceLmIibk3e2NsLQU3SeSbzA&s=40,1516
杨超越除了会哭还会干什么,0,我叫活埋,,1512
杨超越是第一女团的C位。,2,电子等于原子,http://thirdqq.qlogo.cn/g?b=oidb&k=HvUia8yEribLTVe7GhTYlmsQ&s=40,1500
最喜欢yamy,5,Shirley.,http://thirdqq.qlogo.cn/g?b=oidb&k=obF4OFhBm8oxAcQibFBX6RA&s=40,1507
这个笑声好有感染力 哈哈哈哈我喜欢,0,,,1503
 老师真厉害！,67,冷葉,http://thirdqq.qlogo.cn/g?b=oidb&k=NRsUapSdT7LEIOEjanpoCQ&s=40,1543
哇塞 真厉害,52,冷葉,http://thirdqq.qlogo.cn/g?b=oidb&k=NRsUapSdT7LEIOEjanpoCQ&s=40,1557
创造101真牛,84,放下。,http://thirdqq.qlogo.cn/g?b=oidb&k=wC6S8jFfVvqqGPsM9T2N9Q&s=40,1545
许靖韵女神了解一下,99,😏,http://thirdqq.qlogo.cn/g?b=oidb&k=pI0yEyULmqtic0DPMWPqIlA&s=40,1549
朵儿我女神支持的点赞,84,与我相关+（9）,http://thirdqq.qlogo.cn/g?b=oidb&k=ibmzXDMYoN3yEDhUBzjOKFw&s=40,1558
怎么拍不出温情的感觉呢,21,开心,http://thirdqq.qlogo.cn/g?b=oidb&k=bVw3zCnZE8EZkNwQkAsRpA&s=40,1530
这设计师厉害了,114,行者阿堃,http://thirdqq.qlogo.cn/g?b=oidb&k=WTEethjJZQdw7JLMq2eClg&s=40,1545
豆子原来宿舍坐在一起哎,82,xy,http://thirdqq.qlogo.cn/g?b=oidb&k=XXHlvfkYmzP7eW8r1YgqNQ&s=40,1553
陈芳语呢？,43,Kenneth,http://thirdwx.qlogo.cn/mmopen/vi_32/Pe1OpQibrJ0sYFw1ufOUnv2X1GfFfUqophGeiaOu5BtV1N2Y6ib9suV5408oGyibkibP066gGuicwwCCRkpn5iaNIHgSw/132,1558
适合居住向上的,36,阿四,,1532
老师真有气场,108,Al达人小姐姐,http://thirdwx.qlogo.cn/mmopen/vi_32/VxZg0q2ic9BUSAnN4erficicMPmvCFWofkUXEYoibZ3MibHASlyd2tKyjqebUpUH6R1tqHQoUAU1h4o8JbYvicVxZOkw/132,1546
赵尧珂赵尧珂！！！,75,Finght!,,1534
安利一下小七,105,慕夜,http://thirdqq.qlogo.cn/g?b=oidb&k=XwRqaibeOpdNtice8pLlKhLg&s=40,1539
哇哇哇  朵儿镜头多了耶,48,春深,,1554
果然这么美的空间,31,xq,http://thirdqq.qlogo.cn/g?b=oidb&k=AeDDgHZkoeic1DAus22vCoA&s=40,1545
top3镜头这么少是认真的吗,89,Echo,http://thirdqq.qlogo.cn/g?b=oidb&k=P3DVuA2LUa2ukBq7wbaNsA&s=40,1537
结婚真的是一把手,38,St,http://thirdqq.qlogo.cn/g?b=oidb&k=dCZEu0MzPbbjj9Vnvibp6Rw&s=40,1546
这个尹蕊怎么这么呱噪啊 烦,137,Adam。,,1549
这一期好水。。。,85,。。,,1537
傅菁的镜头少得可怜啊,77,A  🎀少女的英雄梦。,,1551
对村花转粉了,96,小贝哥,,1547
古典风格的环境感到不合法的观点或法国带回风格独具...,74,手拿火星户口本,,1552
小七赖美云安利加一,64,两米六,http://thirdqq.qlogo.cn/g?b=oidb&k=6P20c8clAllULRg59IzhfQ&s=40,1554
翔翔别看了睡觉去,31,S Dot,,1552
王菊23了，势不可挡了,82,毕竟你姓薛我姓张,http://thirdqq.qlogo.cn/g?b=oidb&k=xdaEMQELbEgQcYfmKficUibA&s=40,1544
求求你们给于美红点镜头吧,10,Yc、,http://thirdqq.qlogo.cn/g?b=oidb&k=M2Jxd7fzg9RqiaPLMntAxMQ&s=40,1554
这个镜头给的好,37,没有为什么,http://thirdqq.qlogo.cn/g?b=oidb&k=cuGaicxdvFCvjhzKTicMgJgQ&s=40,1539
这一期陈芳语的镜头怎么那么少,50,@小时,,1546
沒有陳芳語？,64,珊鵝😆😆,http://thirdwx.qlogo.cn/mmopen/vi_32/Ouq5KiaHh51uHNYdicR8GdBdCp74SbG1c6Hv5H6cr9ibGZ029ibgXKhmQrEw83CXclfpKibCzUwJpGx4twibahwXachQ/132,1532
又是水一期的感觉,93,shell,http://thirdqq.qlogo.cn/g?b=oidb&k=pibLz01aUgYQsJC12epVz1A&s=40,1535
小七笑起来的一瞬间感觉我恋爱了,73,雨落丶,http://thirdqq.qlogo.cn/g?b=oidb&k=hapDepksw9WIMRh4t69exg&s=40,1530
活捉杨超越，快跟我私奔,33,🌙🌙🌙🌙🌙🌙,http://thirdqq.qlogo.cn/g?b=oidb&k=ibRWwwdtRGIOp6w6gAJpTeA&s=40,1532
豆子膝盖红了,48,幻想少女,http://thirdqq.qlogo.cn/g?b=oidb&k=gYWIfKlsPRk4WEVB8GvRMw&s=40,1559
朵儿终于有镜头拉！,60,小顺子,,1547
美不过三天 三天后又要乱七八糟,39,　　,http://thirdqq.qlogo.cn/g?b=oidb&k=DaJicP6lDBwoVnxxia45A7wg&s=40,1531
没有陈芳语,56,ü,http://thirdwx.qlogo.cn/mmopen/vi_32/YibZAWyltDS71PiasOIibBRw7VArBHRNnr0V6JXG5s0UsUTuo7AYMYR6wq3LBv6vzQEIeVxiaDxaERfcuSlErJDwvA/132,1539
准备截图紫宁,19,　,,1545
陈芳语在哪,58,ゞ灬神经病,,1536
你长寿，我长寿，菊姐让你年年瘦,86,不知所云,http://thirdqq.qlogo.cn/g?b=oidb&k=BCsGINEJuo77shA4zr8K1g&s=40,1551
山支大哥镜头啊爱,93,掷骰子的上帝,http://thirdqq.qlogo.cn/g?b=oidb&k=2JaJvaSpiaaPzmzqkQUmoaQ&s=40,1542
李紫婷和陈芳语呢,72,Vivre*,,1549
 高颖浠，第二个正脸镜头。,68,ωιηｄ,http://thirdqq.qlogo.cn/g?b=oidb&k=fbMkAuCY8mVf4TeRIsmhKA&s=40,1533
服李紫婷没有镜头？、到现在还没给,32,淡若清風，轻絮流苏,http://thirdqq.qlogo.cn/g?b=oidb&k=er8vQEoJZUqZU2Aht2s43Q&s=40,1553
说叽叽喳喳的真的烦 本来就是全是女生啊 自己要看妹,11,　　♘罗密欧与猪过夜🍪,http://thirdqq.qlogo.cn/g?b=oidb&k=ZEH0X9PST8L2hZiaGlxN1icQ&s=40,1546
豆子脸上红红的是啥,18,577,,1549
等一个星期，你就给我看这个？,122, ζั͡ޓއއއ๓╰︶残念々,,1538
奥娟终于在人群中看了你一眼,141,圈,,1541
豆子脸上粘了啥呀,13,愚人之王,http://thirdqq.qlogo.cn/g?b=oidb&k=2INw1vyYK2zG8lI3AmnllA&s=40,1558
哈哈，先尬夸一下,13,$ { 薛定谔の猫 },http://thirdqq.qlogo.cn/g?b=oidb&k=zRDUnz4bJzJHkXLdibKTohw&s=40,1547
超越 超越  超越,34,①－輩芓啲√陪伴,http://thirdqq.qlogo.cn/g?b=oidb&k=kvqWNTGQ9zKIKrNmG5gqjw&s=40,1547
yamy,4,特仑姝,,1539
吴映香美丽,8,Paladin70,,1545
不说猪天天我都忘记她了,7,淺Sè时光,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTKzbriccqBJoZ2iaiar8ysy5jKWdZZuDiaWlxdRWU7ypzo1JwicQG20IHKCwTibKSxQLTHJG7L5Zq1ibqeHw/132,1554
段奥娟呢  为什么没有,18,朕只会疯癫,http://thirdqq.qlogo.cn/g?b=oidb&k=aGrSpfpoB9JIVcJ1wVY6WA&s=40,1533
小雨镜头都没几个，哎,25,BJW,,1533
让毛毛球她们去吧！,41,vousmevoyez,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTJdMfCxTnQuvu2vqMiaRyOpX6IT5q5DDHdzbHHVfjtfW89hNqWNO9gc0yTYuS6bJH5icp0amrTmvRWw/132,1557
大娟！,59,⊙天空很藍∫就橡你茬身邊,,1541
这个尹蕊有点太咋咋呼呼了,99,人活着就是为了静谧,http://thirdqq.qlogo.cn/g?b=oidb&k=PzRyLbZLfunO1Ya854gamg&s=40,1559
不喜欢尹锐,21,...,,1558
sunnee宿舍真的好看,181,可笑￡无语§,http://thirdqq.qlogo.cn/g?b=oidb&k=8L88XHVHkaDd3mVu5aduuQ&s=40,1544
小樱真的很皮,46,148,,1542
王菊逆风翻盘啊！全民的逆风翻盘！加油,105,。,,1548
孟美岐,49,♚山于支,,1541
为什么没有芳语小姐姐的镜头。。,35,芭蕉雨声秋梦里-,http://thirdqq.qlogo.cn/g?b=oidb&k=fKFFUY6cKJ7VbpVB3fIUDQ&s=40,1537
尹蕊真得神烦,147,ＭａｙБё,,1555
胖娟镜头好少,5,过客,,1555
尹蕊就是个混子你不知道？,25,你们的飞总欧巴,,1555
陈芳语她们几个都不在,4,A' ให้ข้า💓,,1558
牙米真的很有智慧,41,Karen,,1535
虽然无赖段子宿舍分开啦，但是坐在一起啦好开心,75,奶妖.,http://thirdqq.qlogo.cn/g?b=oidb&k=ia4uPqZOkJMs4dGicx7r932Q&s=40,1556
胖虎太聪明,36,Yuri,http://thirdqq.qlogo.cn/g?b=oidb&k=9IMVNaibOM6uSuAZeUBNYtQ&s=40,1539
在人群中寻找意涵,38,兔上校,http://thirdqq.qlogo.cn/g?b=oidb&k=oKdXNWyONRibW9dnApZicia3w&s=40,1542
没有陈芳语？,10,卿蘋晓糯,,1555
美岐又和杨冰坐在一起,26,西弗勒斯后裔,,1530
到号回来看陈意凡,19,霖,,1550
银河以北，蒋申最美！,17,桃夭,,1557
快来扫吧！这个神奇的二维码。,2,㏑㏒㎏,,1530
鬼王哑迷，呕,18,三块钱的柠檬水。,,1536
我不服，为什么小雨半个小时就两个镜头，编导你出来，,7,前男友。😂,,1533
编导我们谈谈,33,前男友。😂,,1535
我们奕佳眼睛里有光,18,黄全废。,,1551
能不能不要这么多yammy镜头,14,Force_中仔,,1535
海南小仙女,7,小点光,,1550
葛佳慧完全没镜头,22,猫猫,,1551
我的紫婷崽呢,3,@,http://thirdqq.qlogo.cn/g?b=oidb&k=GTvP359x8JzIbOAA9yic0kg&s=40,1559
朵儿，太美了。,1,如果可以,http://thirdqq.qlogo.cn/g?b=oidb&k=ibdiaIVmdZR3RvCOcNbvsIBw&s=40,1554
毛毛球山支大哥,8,七秒鱼,,1535
能不能再多几个？yamy镜头超喜欢看他,13,失  '忘'  淡,,1534
小七小七小七小七小七小七小七小七小七小七,47,阿华,http://thirdwx.qlogo.cn/mmopen/vi_32/ZT8c6YzWpdfib08aNTc8rbWPwtvcLnicxVU1rjqQicZq3IH26dcfVClrvD1icia4PKods5D7ew1WuQ9tRvq8G2OZu2Q/132,1540
陈意涵美啊！,3,闷闷,,1559
能不喷吗，很影响心情,15,　                              　,,1544
话多的尹蕊好烦人,2,Ɖʏℓαи,,1549
看到意涵一眼,4,鑫森正卿,,1530
我的nee镜头呢,10,喜欢特仑苏的刘翠花,,1546
陈芳语那三个呢,12,炫迈男屌停不下来  ,,1531
朵儿高颖浠,13,〆孤注一掷,,1553
小雨宝宝只能在人群中找你了,1,阿边阿边啊,,1551
陈意涵是真漂亮,3,Chazer,http://thirdqq.qlogo.cn/g?b=oidb&k=Zf2k2e6ibvnbLotQ5lYVf4w&s=40,1533
亚米什么时候能走？91年的老阿姨了还凑什么热闹,7,一只废汪,,1536
谁说我们yamy给我,9,南风知我意,,1555
承包此刻大娟,3,道德的沦丧,http://thirdqq.qlogo.cn/g?b=oidb&k=YMv1VGo0jvnj7SuFylarGw&s=40,1550
这个膝蓋亮了。,2,丶半死半废,,1559
鬼王 刷起来,8,Star...,http://thirdqq.qlogo.cn/g?b=oidb&k=GpCicfn5MCM6LNw7iaUickLvg&s=40,1557
尧柯加油我会一直爱你,2,任性,,1536
杨超越没有能力！但是…暂时肯定淘汰不了！除非最后,0,因为一个人。,http://thirdqq.qlogo.cn/g?b=oidb&k=3MDCibb4tZjlMkTuSLayNicg&s=40,1531
